id,root,affix,confidence,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
43,kitob,dami,1,"",,,,Orin-payt,,,1,,,
8,kitob,dan,0.1,"",,,,Chiqish,,,,,,
44,kitob,danmi,1,"",,,,Chiqish,,,1,,,
402,man/san/siz/biz/,day,0.1,"OT ",,,,Orin-payt,,,,,,
124,kitob,dek,0.1,"",,,,,,,,,,
299,o'yla/ayt/chiq/cho'k,di,0.1,"",VERB,,,,,,,,,
174,ol/qo'y,dik,0.1,"",,,,,,,,,,
179,ol/bor,dikmi,1,"",,,,,,,1,,,
176,ol/bor,dilar,1,"",,,,,,1,,,,
311,o'yla/ayt/chiq/cho'k,dilarmi,1,"",,,,,,1,1,,,
175,ol/bor,dim,1,"",,,,,,,,,,
132,yugur/sakra,dimi,1,"",,,,,,,1,,,
133,yugur/sakra,dimilar,1,"",,,,,,1,1,,,
305,o'yla/ayt/chiq/cho'k,dimmi,1,"",,,,,,,1,,,
134,yugur/sakra,ding,1,"",,,,,,,,,,
135,yugur/sakra,dingiz,1,"",,,,,,,,,,
136,yugur/sakra,dingizmi,1,"",,,,,,,1,,,
304,o'yla/ayt/chiq/cho'k,dinglar,1,"",,,,,,1,,,,
137,yugur/sakra,dingmi,1,"",,,,,,,1,,,
676,sar/qiz,g'ish,1,"Qoida: faqat shu 2ta asos bn kelashi mumkin. Sifat ligaviy shakl yasovchisi | Sifat darajasi",Sifat,,,,,,,,,
151,kun/oy/yil,gacha,1,"faqat vaqtni bildiruvchi suzlardan keyin, asr,qiyomat,yil [sanaladigan sonlardan keyn, keyingi yilgacha, 5-asrgacha]",,,,Jonalish,,,,,,
45,kitob,gami,1,"",,,,Jonalish,,,1,,,
62,bor/kuyla,gin,0.1,"buyruq/istak mayli 2-shaxs",,,,,,,,,,
121,kitob/oyna,gina,1,"",,,,,,,,,,
9,kun/oy,igacha,1,"",,,,Jonalish,,,,,,
393,ikki/o'n,lab,0.1,"Sonlar uchun: ikki{lab}, o'n{lab}",NUM,,,,,,,,,
10,kitob,lar,0.1,"",NOUN,,,,,1,,,,
391,o'n/yuz/ming,larcha,1,"Sonlar uchun: o'n{larcha}, yuz{larcha}",PRN,,,,,1,,,,
999,bezbet,larcha,1,"Sifat uchun: bezbet{larcha}",ADJ,,,,,1,,,,
11,kitob,larda,1,"",NOUN,,,Orin-payt,,1,,,,
167,u/bu/siz/biz,lardagi,1,"",,,,Orin-payt,,1,,,,
12,kitob,lardan,1,"",,,,Chiqish,,1,,,,
125,rais,lardek,1,"",,,,,,1,,,,
13,kitob,larga,1,"",,,,Jonalish,,1,,,,
122,kitob,largina,1,"",,,,,,1,,,,
14,kitob,lari,1,"",,,,,,1,,,,
158,fuqaro,larida,1,"",,,,Orin-payt,,1,,,,
157,fuqaro,laridan,1,"",,,,Chiqish,,1,,,,
156,fuqaro,lariga,1,"",,,,Jonalish,,1,,,,
355,ruchka/kitob,larim,1,"kitob{larim}",,,,,,1,,,,
359,ruchka/kitob,larimda,1,"kitob{larimda}",,,,Orin-payt,,1,,,,
360,ruchka/kitob,larimdan,1,"kitob{larimdan}",,,,Chiqish,,1,,,,
361,ruchka/kitob,larimga,1,"kitob{larimga}",,,,Jonalish,,1,,,,
15,kitob,larimiz,1,"",,,,,,1,1,,,
327,kitob,larimizdan,1,"kitoblarimizdan faqat shuni saqlab qoldik",,,,Chiqish,,1,1,,,
422,kitob,larimizdangina,1,"",,,,Chiqish,,1,,,,
421,kitob/ko'cha,larimizgina,1,"",,,,,,1,,,,
16,kitob,larimizni,1,"",,,,Tushum,,1,1,,,
326,kitob,larimiznigina,1,"kitoblarimiznigina saqlab qoldik",,,,Tushum,,1,1,,,
164,fuqaro,larimizning,1,"",,,,Qaratqich,,1,1,,,
358,ruchka/kitob,larimni,1,"kitob{larimni}",,,,Tushum,,1,,,,
414,ishchi,larimniki,1,"",,,,Tushum,,1,,,,
363,ruchka/kitob,larimning,1,"kitob{larimning}",,,,Qaratqich,,1,,,,
17,kitob,laring,1,"",,,,,,1,,,,
18,kitob,laringiz,1,"",,,,,,1,,,,
330,kitob,laringizdan,1,"kitoblaringizdan shularni ajratib oldik",,,,Chiqish,,1,,,,
19,kitob,laringizni,1,"",,,,Tushum,,1,,,,
329,kitob,laringizning,1,"kitoblaringizning qiymati",,,,Qaratqich,,1,,,,
27,kitob,larini,1,"",,,,Tushum,,1,,,,
159,fuqaro,larining,1,"",,,,Qaratqich,,1,,,,
324,o'quvchi,larmi,1,"",,,,,,1,1,,,
20,kitob,larni,1,"",,,,Tushum,,1,,,,
123,kitob,larnigina,1,"",,,,Tushum,,1,,,,
224,u/siz/biz/,larniki,1,"Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo'shiladi.",,,,Tushum,,1,,,,
225,u/siz/biz/,larnikichalik,1,"Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo'shiladi.",,,,Tushum,,1,,,,
21,kitob,larning,1,"",,,,Qaratqich,,1,,,,
629,biz/u/kitob,larninggina,1,"larnigina buladi lekin larninggina buladimi yuqmi surash kerak",,,,Qaratqich,,1,,,,
523,tayyor,ligini,1,"",,,,Tushum,,,,,,
138,yugur/sakra,ma,0.1,"",VERB,,,,,,,1,,
375,yugur/kuyla,madi,1,"",VERB,,,,,,,1,,
376,yugur/kuyla,madilar,1,"",,,,,,1,,1,,
139,yugur/sakra,mading,1,"",,,,,,,,1,,
140,yugur/sakra,madingiz,1,"",,,,,,,,1,,
141,yugur/sakra,madingizmi,1,"",,,,,,,1,1,,
142,yugur/sakra,madingmi,1,"",,,,,,,1,1,,
250,ayt/uxla,magan,1,"uxla{magan} ko'rinardi",Fel,,,,,,,1,,
377,yugur/kuyla,magandi,1,"",Fel,,,,,,,1,,
378,yugur/kuyla,magandilar,1,"",Fel,,,,,1,,1,,
268,bor/ayt/chiq,magani,1,"Q:{g,q} bor{magani}, chiq{magani}",Fel,,,Tushum,,,,1,,
267,bor/ayt/chiq,maganida,1,"bor{maganida}, chiq{maganida}",Fel,,,Orin-payt,,,,1,,
251,ayt/uxla,maganidan,1,"uxla{maganidan} xavotirda edi",Fel,,,Chiqish,,,,1,,
381,yugur/kuyla,maganing,1,"yugur{maganing}",Fel,,,Qaratqich,,,,1,,
383,yugur/kuyla,maganingda,1,"yugur{maganingda}",Fel,,,Orin-payt,,,,1,,
382,yugur/kuyla,maganingdan,1,"yugur{maganingdan}",Fel,,,Chiqish,,,,1,,
384,yugur/kuyla,maganingni,1,"yugur{maganingni}",Fel,,,Qaratqich,,,,1,,
249,ayt/uxla,maganligi,1,"uxla{maganligi} xavotirli edi",Fel,,,,,,,1,,
248,ayt/uxla,maganligidan,1,"uxla{maganligidan} xavotirda edi",Fel,,,Chiqish,,,,1,,
379,yugur/kuyla,maganmidi,1,"",Fel,,,,,,1,1,,
380,yugur/kuyla,maganmidilar,1,"",Fel,,,,,1,1,1,,
320,o'quvchi,man,0.1,"",,,,,,,,1,,
322,o'quvchi,manmi,1,"",,,,,,,1,1,,
244,ayt/uxla,mas,0.1,"",,,,,,,,1,,
246,ayt/uxla,masdan,1,"uxla{masdan}",,,,Chiqish,,,,1,,
75,bor/kuyla,masdi,1,"utgan zamon",,,,,,,,1,,
77,bor/kuyla,masdik,1,"utgan zamon",,,,,,,,1,,
79,bor/kuyla,masdilar,1,"utgan zamon",,,,,,1,,1,,
76,bor/kuyla,masdim,1,"utgan zamon",,,,,,,,1,,
78,bor/kuyla,masdingiz,1,"utgan zamon",,,,,,,,1,,
564,qo'shil/ayt,masligi,1,"",,,,,,,,,,
565,qo'shil/ayt,masligidan,1,"",,,,Chiqish,,,,,,
571,qo'shil/ayt,masligim,1,"",,,,,,,,,,
567,qo'shil/ayt,masliging,1,"",,,,,,,,,,
573,qo'shil/ayt,masligingdan,1,"",,,,Chiqish,,,,,,
568,qo'shil/ayt,masligingiz,1,"",,,,,,,,,,
566,qo'shil/ayt,masligini,1,"",,,,Tushum,,,,,,
570,qo'shil/ayt,maslik,1,"",,,,,,,,,,
247,ayt/uxla,masliklari,1,"uxla{masliklari} oqibatida axvoli og'irlashdi",,,,,,1,,1,,
245,ayt/uxla,maslikni,1,"uxlamaslikni bahona qilib",,,,Tushum,,,,1,,
242,ayt/uxla,may,0.1,"",,,,,,,,1,,
243,ayt/uxla,maylik,1,"",,,,,,,,1,,
260,bor/ayt,mayotgan,1,"xech narsa sot{mayotgan} sotuvchi bor edi",Fel,,,,,,,1,,
261,bor/ayt,mayotgani,1,"xech narsa sot{mayotgani} uchun maoshsiz qoldi",Fel,,,Tushum,,,,1,,
265,bor/ayt,mayotganini,1,"ayt{mayotganini}",Fel,,,Tushum,,,,1,,
263,bor/ayt,mayotganligi,1,"ayt{mayotganligi}",Fel,,,,,,,1,,
262,bor/ayt,mayotganligidan,1,"ayt{mayotganligidan}",Fel,,,Chiqish,,,,1,,
264,bor/ayt,mayotganligini,1,"ayt{mayotganligini}",Fel,,,Tushum,,,,1,,
22,kitob,mi,0.1,"",,,,,,,1,,,
400,o'qituvchi,mikan,1,"OT ",,,,,,,1,,,
316,o'quvchi,misan,1,"",,,,,,,1,,,
405,o'qituvchi,mish,1,"OT. gumon manosida",,,,,,,1,,,
317,o'quvchi,misiz,1,"",,,,,,,1,,,
318,o'quvchi,miz,0.1,"",,,,,,,1,,,
40,dada,mizlar,1,"hurmatlash manosi",,,,,,1,1,,,
319,o'quvchi,mizmi,1,"Qoida: {man},{miz} o'zlik qo'shimchalari kelganda savolning {mi} qushimchasi orqasiga tushadi [o'quvchimanmi, o'quvchimizmi]. Agar {san},{siz} o'zlik qushimchalari kelganda savolning {mi} qushimchasi oldinga tushadi [o'quvchimisan]",,,,,,,1,,,
39,dada,mlar,1,"hurmatlash manosi",,,,,,1,,,,
516,bor/yur/uxla,moq,0.1,"FEL",,,,,,,,,,
65,bor/kuyla,moqchi,1,"",,,,,,,,,,
194,ayt/kuyla,moqchimi,1,"",,,,,,,1,,,
216,ayt/kuyla,moqchimiding,1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",,,,,,,1,,,
217,ayt/kuyla,moqchimidingiz,1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",,,,,,,1,,,
197,ayt/kuyla,moqchimiz,1,"",,,,,,,1,,,
196,ayt/kuyla,moqchisan,1,"",,,,,,,,,,
195,ayt/kuyla,moqchisiz,1,"",,,,,,,,,,
68,bor/kuyla,moqda,1,"",,,,Orin-payt,,,,,,
404,u/bu/shu,nday,1,"OT Qoida: faqatgina [u,bu,shu] suzlaridan keyin keladi u{nday},bu{nday},shu{nday}",,,,Orin-payt,,,,,,
41,dada,ngizlar,1,"hurmatlash manosi",,,,,,1,,,,
42,dada,nglar,1,"hurmatlash manosi",,,,,,1,,,,
23,kitob,ni,0.1,"",,,,Tushum,,,,,,
24,kitob,ning,1,"",,,,Qaratqich,,,,,,
394,uch/besh,ov,0.1,"Sonlar uchun: uch{ov}, besh{ov}",NUM,,,,,,,,,
395,uch/besh,ovi,0.1,"Sonlar uchun: uch{ovi}, besh{ovi}",NUM,,,,,,,,,
396,uch/besh,ovlab,1,"Sonlar uchun: uch{ovlab}, besh{ovlab}",NUM,,,,,,,,,
397,uch/besh,ovlash,1,"Sonlar uchun: uch{ovlash}, besh{ovlash}",NUM,,,,,,,,,
398,uch/besh,ovlashib,1,"Sonlar uchun: uch{ovlashib}, besh{ovlashib}",NUM,,,,,,,,,
399,uch/besh,ovlon,1,"Sonlar uchun: uch{ovlon}, besh{ovlon}",NUM,,,,,,,,,
674,qizil/oq,roq,0.1,"Sifat ligaviy shakl yasovchisi | Sifat darajasi",Sifat,,,,,,,,,
66,bor/kuyla,sa,0.1,"",,,,,,,,,,
185,ayt/kuyla,sak,0.1,"",,,,,,,,,,
186,ayt/kuyla,sakgina,1,"",,,,,,,,,,
189,ayt/kuyla,sakmi,1,"",,,,,,,1,,,
278,bor/ayt/chiq,salar,1,"{lar} hurmatlash va ko'plik manosida keladi",,,,,,1,,,,
187,ayt/kuyla,sam,0.1,"",,,,,,,,,,
285,bor/ayt/chiq,samgina,1,"",,,,,,,,,,
188,ayt/kuyla,sammi,1,"",,,,,,,1,,,
314,o'quvchi,san,0.1,"",,,,,,,,,,
181,ol/bor,sang,1,"",,,,,,,,,,
284,bor/ayt/chiq,sanggina,1,"",,,,,,,,,,
280,bor/ayt/chiq,sangiz,1,"",,,,,,,,,,
283,bor/ayt/chiq,sangizgina,1,"",,,,,,,,,,
191,ayt/kuyla,sangmi,1,"",,,,,,,1,,,
419,ko'r,sat,0.1,"FEL, {sat} fel nisbati, Qoida: faqatgina ko'rmoq feliga qo'shiladi. ko'rsat+{boshqa affix} bulganda avtomatk dasturda qirqib tashlasak buladi, sat bilan boshlanadigan boshqa CSE affixlarni kiritib utirmaymiz, chunki dasturga unga qoida yozamiz, suzni boshida ko'rsat ga teng bulsa ko'rmoq suzini qaytaradi",,,,,,,,,,
61,bor/kuyla,sin,0.1,"buyruq/istak mayli 3-shaxs",,,,,,,,,,
90,bor/kuyla,sinlar,1,"",,,,,,1,,,,
93,kel/kuyla,sinlarmi,1,"",,,,,,1,1,,,
91,bor/kuyla,sinmi,1,"",,,,,,,1,,,
47,o'quvchi,siz,0.1,"",,,,,,,,,,
415,ishla,t,0.1,"FEL nisbat",,,,,,,,,,
389,uch/olti,ta,0.1,"Sonlar uchun: uch{ta}, olti{ta} ",NUM,,,,,,,,,
390,uch/olti,tacha,1,"Sonlar uchun: uch{tacha}, olti{tacha} ",NUM,,,,,,,,,
678,ikki/yuz,tadan,1,"Sonlar uchun: ikki{tadan}",NUM,,,,,,,,,
679,ikki/yuz,taga,1,"Sonlar uchun: ikki{taga}",NUM,,,,,,,,,
680,ikki/yuz,tagacha,1,"Sonlar uchun",NUM,,,,,,,,,
416,ishla,tdi,0.1,"FEL nisbat",,,,,,,,,,
417,ishla,tdimi,1,"FEL nisbat",,,,,,,,,,
418,ishla,tmoqchi,1,"FEL nisbat",Fel,Kelasi,3,,1,,,,,
276,bor/ayt/chiq,yapti,1,"Qoida: yap dan olgin unli va undosh kelsa xam yap shaklida qushiladi (a) xech qachon orttirilmaydi",,,,,,,,,,
999,nomli/ismli/anjirli,li,1,"sifatniki balki",ADJ,,3,,1,,,,,
